,多头策略,空头策略,基准,多头/基准,空头/基准,分层1,分层2,分层3,分层4,分层5,分层1/基准,分层2/基准,分层3/基准,分层4/基准,分层5/基准,ic_long,ic_short,ic
AshareStockRepo_conduct_recent_float_M,1.5552430536421933,0.9772335753517157,1.3031940339987096,1.1934086659912788,0.7498757282928779,1.254349083176546,0.6328799947251544,1.4441118896510559,1.4459676857010448,1.4026797954664116,0.9625190496980038,0.4856375782992428,1.1081326740116781,1.1095567106490274,1.076339945451132,-0.7895271243045027,,0.3223147376016281
ASarePlanTrade_over_next_orig_W,2.3084023574702894,2.1623492646238764,1.3031940339987096,1.7713420237101662,1.6592688488520333,2.324441251017053,1.072297553839144,1.0556998125253103,0.8731551797856126,2.626138452359111,1.7836493955430084,0.822822638735473,0.8100864376166685,0.6700116460067198,2.0151553673869196,,,0.053828587782887995
margin_borrow_amount_M_orig,1.4589461545808624,1.2966835853118197,1.3031940339987096,1.1195156795678725,0.995004236884884,1.3919802139283652,1.473457097862323,1.2256039936727536,1.1425296077051719,1.3919299704838597,1.0681296703432757,1.1306505857314122,0.9404616363321743,0.8767148850424397,1.0680911162652222,-1.9039616439140963,,0.6287273139899714
allETFselect_float_W_qoq,1.076585104027565,1.1387603341611328,1.3031940339987096,0.8261126708232237,0.8738225501746429,1.036499719027402,1.3589691223464049,1.4187020830603752,1.3629693187500103,1.2614321876730596,0.7953533334149904,1.0427987597338484,1.0886345747818087,1.045868292205027,0.967954237637577,-2.115309301985573,-2.9106021942844986,-0.37856028893322546
margin_net_buy_amount_M_qoq,1.088402207376213,1.820374326737534,1.3031940339987096,0.8351804711970395,1.3968559395195455,1.6451524499671462,1.2852259474364223,1.3094179794388456,1.2935011045453857,1.2103754783490002,1.2624002313141154,0.9862122707029634,1.0047759161550476,0.9925621747794668,0.9287761045337924,-0.5695873206568249,-0.27845137510524665,0.09906121276893173
allETF_amount_M_yoy,1.1160489936730313,1.7995247732294692,1.3031940339987096,0.8563951066047747,1.3808571296998826,1.674502077939559,1.4187848810715424,1.280111834059575,1.3699455352385634,1.141532942762371,1.2849215345174125,1.0886981094581556,0.9822879791213367,1.051221460119054,0.8759500987429332,0.26581976257330253,-0.032105724795364596,0.11653525542993166
margin_slend_balance_amount_W_yoy,1.3681553180217072,1.7797848307216602,1.3031940339987096,1.0498477451002985,1.36570977482193,1.6852932205207034,1.592142300001504,1.168441033797683,1.010467941288255,1.29078936919202,1.293202068574212,1.2217231344408384,0.8965978997098754,0.7753779674602589,0.9904813370203767,-1.5752195441563697,1.7836147925989339,-1.6690327897977966
north_holdings_amount_W_qoq,1.9065415395766871,0.961401435638592,1.3031940339987096,1.4629759574072567,0.7377270080715732,1.0180992698280698,0.7897868938059703,0.7549149949068072,0.9971237049335024,1.5826559292766913,0.7812338326198,0.6060393718827847,0.579280579262961,0.7651383285372605,1.2144438111188118,4.069648602215434,-0.08524401847641387,0.18294763596833413
indusETFselect_float_W_qoq,1.1462644876331831,1.241395770206514,1.3031940339987096,0.8795808281257971,0.9525793840518327,1.1650949647713256,1.2269630718082394,1.4661018369050034,1.605996662003574,1.3717970223082379,0.8940303088990962,0.9415045187426436,1.1250065597725527,1.2323542159533583,1.0526421902800056,-0.22586945517593687,-0.8647328996750978,1.1270290764857718
margin_net_buy_float_W_yoy,0.5055522229106093,1.4293606534639793,1.3031940339987096,0.38793319315572455,1.0968133801826434,1.596373481983199,1.789506973584131,1.8280278195830277,1.4671217630766937,0.7582636047995926,1.224969912642172,1.3731700168187717,1.4027288123579897,1.1257891954699866,0.5818501197960084,-8.874495837168187,1.1354446191937073,-2.5091221356138966
AShareSEO_offering_recent_float_M,0.8907726921788042,1.323096296297185,1.3031940339987096,0.6835303638135641,1.015271910229214,1.2664579187976055,0.9538272100357513,1.1752647711170017,0.9249590629440828,0.9000180824206256,0.9718107095008843,0.731914960590355,0.9018340634286278,0.709763119545557,0.6906247718607319,0.42735083076966074,,-0.1685752654210859
north_change_orig_M_yoy,2.074918594733706,1.5898601044316492,1.3031940339987096,1.59217932295703,1.2199719020761135,1.1548717190093034,0.7781292294382924,0.7835960385428451,0.9976327480394872,1.4750839601723738,0.8861855478770915,0.5970939162840451,0.6012888473241897,0.7655289404436263,1.1318989511072566,2.140609767391687,-1.9511401690331645,0.5598074224589643
AshareStockRepo_pass_recent_float_M,1.6350299748055426,0.9550393457405251,1.3031940339987096,1.2546327961528725,0.73284508739661,1.0029572013086416,1.5638066788904394,1.9398139011172617,0.4786461794945047,1.841947013062385,0.7696146353825579,1.1999799247791736,1.4885073523281511,0.36728696342004485,1.4134096420090032,1.0518103207652592,,0.18331996731987418
AShareSEO_preplan_recent_float_W,39.7126636525888,2.874425433717635,1.3031940339987096,30.4733313816169,2.2056772504534665,1.1310924146545582,7.03442315406652,8.690871713993086,1.7480880913534456,411.76479357061095,0.8679386071035975,5.3978325334118935,6.668900783198101,1.3413874263908552,315.9658368809097,-1.9157496993525283,,-0.3885422998714252
